num_contrato,Id,Numero,Tipo,Nombre,PorcentajeEstimado,Editable,,,,,
SIDUR-PF-17-101.735,7136,18,1,ALCANTARILLADO,NULL,0,,,,,
SIDUR-PF-17-101.735,7137,18,2,ALCANTARILLADO,2,0,,,,,
SIDUR-PF-17-101.735,7138,19,1,PIPILA ENTRE CANANEA Y HIDALGO,NULL,0,,,,,
SIDUR-PF-17-101.735,7139,19,2,TOMAS DOMICILIARIAS,1,0,,,,,
SIDUR-PF-17-101.735,7140,20,1,DESCARGAS DOMICILIARIAS,NULL,0,,,,,
SIDUR-PF-17-101.735,7141,20,2,DESCARGAS DOMICILIARIAS,1,0,,,,,
SIDUR-PF-17-101.735,7142,21,1,PAVIMENTO,NULL,0,,,,,
SIDUR-PF-17-101.735,7143,21,2,PAVIMENTO,10,0,,,,,
SIDUR-PF-17-101.735,7144,22,1,OBRAS COMPLEMENTARIAS,NULL,0,,,,,
SIDUR-PF-17-101.735,7145,22,2,OBRAS COMPLEMENTARIAS,2,0,,,,,
SIDUR-PF-17-101.735,7146,23,1,AGUA POTABLE,NULL,0,,,,,
SIDUR-PF-17-101.735,7147,23,2,AGUA POTABLE,1,0,,,,,
SIDUR-PF-17-101.735,7148,24,1,ALCANTARILLADO,NULL,0,,,,,
SIDUR-PF-17-101.735,7149,24,2,ALCANTARILLADO,1,0,,,,,
SIDUR-PF-17-103.724,7150,1,1,DEMOLICIONES,NULL,0,,,,,
SIDUR-PF-17-103.724,7151,1,2,DEMOLICIONES,6,0,,,,,
SIDUR-PF-17-103.724,7152,2,1,TERRACERIAS ,NULL,0,,,,,
SIDUR-PF-17-103.724,7153,2,2,TERRACERIAS ,14,0,,,,,
SIDUR-PF-17-103.724,7154,3,1,PAVIMENTACION,NULL,0,,,,,
SIDUR-PF-17-103.724,7155,3,2,PAVIMENTACION,45,0,,,,,
SIDUR-PF-17-103.724,7156,4,1,"GUARNICION, BANQUETAS Y RAMPAS",NULL,0,,,,,
SIDUR-PF-17-103.724,7159,4,2," GUARNICION, BANQUETAS Y RAMPAS ",31,0,,,,,
SIDUR-PF-17-103.724,7160,5,1,SEÑALAMIENTOS,NULL,0,,,,,
SIDUR-PF-17-103.724,7161,5,2, SEÑALAMIENTOS ,4,0,,,,,
SIDUR-PF-17-118.692,7162,1,1,PAVIMENTACION CALLE ALVARO OBREGON,NULL,0,,,,,
SIDUR-PF-17-118.692,7163,1,2,PRELIMINARES,1,0,,,,,
SIDUR-PF-17-118.692,7164,2,1,TERRACERÍAS,NULL,0,,,,,
SIDUR-PF-17-118.692,7165,2,2,TERRACERÍAS,7,0,,,,,
SIDUR-PF-17-118.692,7166,3,1,PAVIMENTOS,NULL,0,,,,,
SIDUR-PF-17-118.692,7167,3,2,PAVIMENTOS,74,0,,,,,
SIDUR-PF-17-118.692,7168,4,1,SEÑALAMIENTO,NULL,0,,,,,
SIDUR-PF-17-118.692,7169,4,2,SEÑALAMIENTO,1,0,,,,,
SIDUR-PF-17-118.692,7170,5,1,AGUA POTABLE EN CALLE OBREGÓN,NULL,0,,,,,
SIDUR-PF-17-118.692,7171,5,2,AGUA POTABLE EN CALLE OBREGÓN,7,0,,,,,
SIDUR-PF-17-118.692,7172,6,1,DRENAJE SANITARIO EN CALLE OBREGÓN,NULL,0,,,,,
SIDUR-PF-17-118.692,7173,6,2,DRENAJE SANITARIO EN CALLE OBREGÓN,9,0,,,,,
SIDUR-PF-17-118.692,7174,7,1,ACARREOS,NULL,0,,,,,
SIDUR-PF-17-118.692,7175,7,2,ACARREOS,1,0,,,,,
SIDUR-PF-17-118.695,7176,1,1,CALLE ROQUE MARQUEZ E/ CALLE 5 DE MAYO Y PASEO GUADALAJARA,NULL,0,,,,,
SIDUR-PF-17-118.695,7177,1,2,PRELIMINARES Y TERRACERIAS,8,0,,,,,
SIDUR-PF-17-118.695,7178,2,1,PAVIMENTOS,NULL,0,,,,,
SIDUR-PF-17-118.695,7179,2,2,PAVIMENTOS,66,0,,,,,
SIDUR-PF-17-118.695,7180,3,1,GUARNICIONES Y BANQUETAS,NULL,0,,,,,
SIDUR-PF-17-118.695,7181,3,2,GUARNICIONES Y BANQUETAS,8,0,,,,,
SIDUR-PF-17-118.695,7182,4,1,ACARREOS,NULL,0,,,,,
SIDUR-PF-17-118.695,7183,4,2,ACARREOS,2,0,,,,,
SIDUR-PF-17-118.695,7184,5,1,SEÑALAMIENTO,NULL,0,,,,,
SIDUR-PF-17-118.695,7185,5,2,SEÑALAMIENTO,1,0,,,,,
SIDUR-PF-17-118.695,7186,6,1,AGUA POTABLE,NULL,0,,,,,
SIDUR-PF-17-118.695,7187,6,2,AGUA POTABLE,5,0,,,,,
SIDUR-PF-17-118.695,7188,7,1,DRENAJE SANITARIO ,NULL,0,,,,,
SIDUR-PF-17-118.695,7189,7,2,DRENAJE SANITARIO,10,0,,,,,
SIDUR-PF-17-118.713,7190,1,1,PAV.-DE CALLE IGNACIO L. PESQUEIRA ENTRE AV. NIÑOS HEROES Y ADOLFO RUIZ CORTINEZ,NULL,0,,,,,
SIDUR-PF-17-118.713,7191,1,2,PRELIMINARES Y TERRACERIAS,7,0,,,,,
SIDUR-PF-17-118.713,7192,2,1,PAVIMENTOS,NULL,0,,,,,
SIDUR-PF-17-118.713,7193,2,2,PAVIMENTOS,65,0,,,,,
SIDUR-PF-17-118.713,7194,3,1,ACARREOS,NULL,0,,,,,
SIDUR-PF-17-118.713,7195,3,2,ACARREOS,2,0,,,,,
SIDUR-PF-17-118.713,7196,4,1,SEÑALAMIENTO,NULL,0,,,,,
SIDUR-PF-17-118.713,7197,4,2,SEÑALAMIENTO,1,0,,,,,
SIDUR-PF-17-118.713,7198,5,1,AGUA POTABLE ,NULL,0,,,,,
SIDUR-PF-17-118.713,7199,5,2,AGUA POTABLE ,10,0,,,,,
SIDUR-PF-17-118.713,7200,6,1,DRENAJE SANITARIO,NULL,0,,,,,
SIDUR-PF-17-118.713,7201,6,2,DRENAJE SANITARIO,15,0,,,,,
SIDUR-PF-17-118.714,7202,1,1,CALLE IGNACIO L. PESQUEIRA ENTRE ADOLFO RUIZ CORTINEZ Y ELIZA SALGADO,NULL,0,,,,,
SIDUR-PF-17-118.714,7203,1,2,PRELIMINARES Y TERRACERIAS,7,0,,,,,
SIDUR-PF-17-118.714,7204,2,1,PAVIMENTOS,NULL,0,,,,,
SIDUR-PF-17-118.714,7205,2,2,PAVIMENTOS,68,0,,,,,
SIDUR-PF-17-118.714,7206,3,1,ACARREOS,NULL,0,,,,,
SIDUR-PF-17-118.714,7207,3,2,ACARREOS,1,0,,,,,
SIDUR-PF-17-118.714,7208,4,1,SEÑALAMIENTO,NULL,0,,,,,
SIDUR-PF-17-118.714,7209,4,2,SEÑALAMIENTO,1,0,,,,,
SIDUR-PF-17-118.714,7210,5,1,AGUA POTABLE,NULL,0,,,,,
SIDUR-PF-17-118.714,7211,5,2,AGUA POTABLE,2,0,,,,,
SIDUR-PF-17-118.714,7212,6,1,DRENAJE SANITARIO,NULL,0,,,,,
SIDUR-PF-17-118.714,7213,6,2,DRENAJE SANITARIO,21,0,,,,,
SIDUR-PF-17-140.751,7230,1,1,CONSTRUCCIÓN DE CANCHAS DEPORTIVAS DE PLAYA Y ÁREA DE JUEGOS INFANTILES EN EL MALECÓN TURÍSTICO,NULL,0,,,,,
SIDUR-PF-17-140.751,7231,1,2,"PRELIMINARES - ZONA 2, TERRACERIA Y GUARNICION DE CONCRETO FC= 200 KG/CM2 DE 10 CMS DE ESPESOR",4,0,,,,,
SIDUR-PF-17-140.751,7232,2,1,BANCA DE CONCRETO FIJADA AL PISO,NULL,0,,,,,
SIDUR-PF-17-140.751,7233,2,2,BANCA DE CONCRETO FIJADA AL PISO,1,0,,,,,
SIDUR-PF-17-140.751,7234,3,1,CANCHA PLAYERA CON ARENA,NULL,0,,,,,
SIDUR-PF-17-140.751,7235,3,2,CANCHA PLAYERA CON ARENA,49,0,,,,,
SIDUR-PF-17-140.751,7236,4,1,"REGISTRO ELECTRICO,POSTE DE 3 M DE ALTURA CON LUMINARIA TIPO FAROLA ",NULL,0,,,,,
SIDUR-PF-17-140.751,7237,4,2,"REGISTRO ELECTRICO,POSTE DE 3 M DE ALTURA CON LUMINARIA TIPO FAROLA ",2,0,,,,,
SIDUR-PF-17-140.751,7238,5,1,CONSTRUCCION DE GRADAS METALICAS DE 16 X 7 M PARA CANCHA PLAYERA,NULL,0,,,,,
SIDUR-PF-17-140.751,7239,5,2,CONSTRUCCION DE GRADAS METALICAS DE 16 X 7 M PARA CANCHA PLAYERA,19,0,,,,,
SIDUR-PF-17-140.751,7240,6,1,PALMERAS,NULL,0,,,,,
SIDUR-PF-17-140.751,7241,6,2,PALMERAS,2,0,,,,,
SIDUR-PF-17-140.751,7242,7,1,SUMINISTRO E INSTALACION DE JUEGOS LUDICOS,NULL,0,,,,,
SIDUR-PF-17-140.751,7243,7,2,SUMINISTRO E INSTALACION DE JUEGOS LUDICOS,17,0,,,,,
SIDUR-PF-17-140.751,7244,8,1,PORTERIA DE FUTBOL ANCLADA AL PISO Y POSTES PARA RED DE VOLEYBOL,NULL,0,,,,,
SIDUR-PF-17-140.751,7245,8,2, PORTERIA DE FUTBOL ANCLADA AL PISO Y POSTES PARA RED DE VOLEYBOL ,1,0,,,,,
SIDUR-PF-17-140.751,7246,9,1,CONCRETO ESTAMPADO DE 12 CM DE ESPESOR,NULL,0,,,,,
SIDUR-PF-17-140.752,7250,1,1,"PARQUE GUAYMAS NORTE UBICADO ENTRE LAS CALLES: MAR NEGRO, MAR DE IRLANDA Y MAR BERMEJO",NULL,0,,,,,
SIDUR-PF-17-140.752,7251,1,2,PRELIMINARES,12,0,,,,,
SIDUR-PF-17-140.752,7252,2,1,REHABILITACIÓN DE PARQUE,NULL,0,,,,,
SIDUR-PF-17-140.752,7253,2,2,REHABILITACIÓN DE PARQUE,49,0,,,,,
SIDUR-PF-17-140.752,7254,3,1,REHABILITACIÓN DE CANCHA,NULL,0,,,,,
SIDUR-PF-17-140.752,7255,3,2,REHABILITACIÓN DE CANCHA,39,0,,,,,
SIDUR-ED-17-075.762,7256,1,1,PRELIMINARES,NULL,0,,,,,
SIDUR-ED-17-075.762,7257,1,2,PRELIMINARES,4,0,,,,,
SIDUR-ED-17-075.762,7258,2,1,ALBAÑILERIA,NULL,0,,,,,
SIDUR-ED-17-075.762,7259,2,2,ALBAÑILERIA,1,0,,,,,
SIDUR-ED-17-075.762,7260,3,1,ACABADOS,NULL,0,,,,,
SIDUR-ED-17-075.762,7261,3,2,ACABADOS,23,0,,,,,
SIDUR-ED-17-075.762,7262,4,1,PUERTAS Y VENTANAS,NULL,0,,,,,
SIDUR-ED-17-075.762,7263,4,2,PUERTAS Y VENTANAS,7,0,,,,,
SIDUR-ED-17-075.762,7264,5,1,UNIDADES MANEJADORAS PARA AGUA FRIA,NULL,0,,,,,
SIDUR-ED-17-075.762,7265,5,2,UNIDADES MANEJADORAS PARA AGUA FRIA,5,0,,,,,
SIDUR-ED-17-075.762,7266,6,1,INSTALACION DE UNIDADES MANEJADORAS PARA AGUA FRIA,NULL,0,,,,,
SIDUR-ED-17-075.762,7267,6,2,INSTALACION DE UNIDADES MANEJADORAS PARA AGUA FRIA,2,0,,,,,
SIDUR-ED-17-075.762,7268,7,1,TUBERIA HIDRONICA TUBERIA DE PVC PARA AGUA FRIA,NULL,0,,,,,
SIDUR-ED-17-075.762,7269,7,2,TUBERIA HIDRONICA TUBERIA DE PVC PARA AGUA FRIA,5,0,,,,,
SIDUR-ED-17-075.762,7270,8,1,DUCTOS Y REJILLAS,NULL,0,,,,,
SIDUR-ED-17-075.762,7271,8,2,DUCTOS Y REJILLAS,6,0,,,,,
SIDUR-ED-17-075.762,7272,9,1,"SIMINISTRO E INSTALACION DE EXTRACTRES, INSTALACION DE MINISPLIT",NULL,0,,,,,
SIDUR-ED-17-075.762,7273,9,2,"SIMINISTRO E INSTALACION DE EXTRACTRES, INSTALACION DE MINISPLIT",1,0,,,,,
SIDUR-ED-17-075.762,7274,10,1,DESMONTAJE DE DUCTOS Y REJILLAS EXISTENTES,NULL,0,,,,,
SIDUR-ED-17-075.762,7275,10,2,DESMONTAJE DE DUCTOS Y REJILLAS EXISTENTES,1,0,,,,,
SIDUR-ED-17-075.762,7276,11,1,VOZ Y DATOS,NULL,0,,,,,
SIDUR-ED-17-075.762,7277,11,2,VOZ Y DATOS,5,0,,,,,
SIDUR-ED-17-075.762,7278,12,1,SISTEMA DE DETECCIÓN Y ALARMA DE INCENDIOS,NULL,0,,,,,
SIDUR-ED-17-075.762,7279,12,2,SISTEMA DE DETECCIÓN Y ALARMA DE INCENDIOS,2,0,,,,,
SIDUR-ED-17-075.762,7280,13,1,Gases medicinales,NULL,0,,,,,
SIDUR-ED-17-075.762,7281,13,2,Gases medicinales,6,0,,,,,
SIDUR-ED-17-075.762,7282,14,1,Muebles Sanitarios,NULL,0,,,,,
SIDUR-ED-17-075.762,7283,14,2,Muebles Sanitarios,5,0,,,,,
SIDUR-ED-17-075.762,7284,15,1,Instalación Hidráulica y Sanitaria,NULL,0,,,,,
SIDUR-ED-17-075.762,7285,15,2,Instalación Hidráulica y Sanitaria,2,0,,,,,
SIDUR-ED-17-075.762,7286,16,1,ALUMBRADO,NULL,0,,,,,
SIDUR-ED-17-075.762,7287,16,2,ALUMBRADO,12,0,,,,,
SIDUR-ED-17-075.762,7288,17,1,TABLERO DE ALUMBRADO Y DISTRIBUCION,NULL,0,,,,,
SIDUR-ED-17-075.762,7289,17,2,TABLERO DE ALUMBRADO Y DISTRIBUCION,1,0,,,,,
SIDUR-ED-17-075.762,7290,18,1,ALIMENTADORES ELECTRICOS,NULL,0,,,,,
SIDUR-ED-17-075.762,7291,18,2,ALIMENTADORES ELECTRICOS,3,0,,,,,
SIDUR-ED-17-075.762,7292,19,1,OBRA COMPLEMENTARIA PRIMER NIVEL,NULL,0,,,,,
SIDUR-ED-17-075.762,7293,19,2,PRELIMINARES,1,0,,,,,
SIDUR-ED-17-075.762,7294,20,1,ACABADOS,NULL,0,,,,,
SIDUR-ED-17-075.762,7295,20,2,ACABADOS,4,0,,,,,
SIDUR-ED-17-075.762,7296,21,1,ALUMBRADO,NULL,0,,,,,
SIDUR-ED-17-075.762,7297,21,2,ALUMBRADO,3,0,,,,,
SIDUR-ED-17-075.762,7298,22,1,DUCTOS Y REJILLAS,NULL,0,,,,,
SIDUR-ED-17-075.762,7299,22,2,DUCTOS Y REJILLAS,1,0,,,,,
SIDUR-ED-17-087.622,7300,1,1,PRELIMINARES,NULL,0,,,,,
SIDUR-ED-17-087.622,7301,1,2,PRELIMINARES,8,0,,,,,
SIDUR-ED-17-087.622,7302,2,1,CIMENTACION,NULL,0,,,,,
SIDUR-ED-17-087.622,7303,2,2,CIMENTACION,3,0,,,,,
SIDUR-ED-17-087.622,7304,3,1,ESTRUCTURAS,NULL,0,,,,,
SIDUR-ED-17-087.622,7305,3,2,ESTRUCTURAS,4,0,,,,,
SIDUR-ED-17-087.622,7306,4,1,ALBAÑILERIA,NULL,0,,,,,
SIDUR-ED-17-087.622,7307,4,2,ALBAÑILERIA,26,0,,,,,
SIDUR-ED-17-087.622,7308,5,1,ACABADOS,NULL,0,,,,,
SIDUR-ED-17-087.622,7309,5,2,ACABADOS,9,0,,,,,
SIDUR-ED-17-087.622,7310,6,1,HERRERIA,NULL,0,,,,,
SIDUR-ED-17-087.622,7311,6,2,HERRERIA,9,0,,,,,
SIDUR-ED-17-087.622,7312,7,1,INSTALACIONES ELECTRICAS,NULL,0,,,,,
SIDUR-ED-17-087.622,7313,7,2,INSTALACIONES ELECTRICAS,2,0,,,,,
SIDUR-ED-17-087.622,7314,8,1,"MURETE DE MEDICION,ALIMENTADORES PRINCIPALES Y CIRCUITOS DERIVADOS",NULL,0,,,,,
SIDUR-ED-17-087.622,7315,8,2,"MURETE DE MEDICION,ALIMENTADORES PRINCIPALES Y CIRCUITOS DERIVADOS",4,0,,,,,
SIDUR-ED-17-087.622,7316,9,1,AIRES ACONDICIONADOS,NULL,0,,,,,
SIDUR-ED-17-087.622,7317,9,2,AIRES ACONDICIONADOS,1,0,,,,,
SIDUR-ED-17-087.622,7318,10,1,INSTALACION DE ACCESORIOS Y LAMPARAS,NULL,0,,,,,
SIDUR-ED-17-087.622,7319,10,2,INSTALACION DE ACCESORIOS Y LAMPARAS,3,0,,,,,
SIDUR-ED-17-087.622,7320,11,1,ALUMBRADO EXTERIOR,NULL,0,,,,,
SIDUR-ED-17-087.622,7321,11,2,ALUMBRADO EXTERIOR,1,0,,,,,
SIDUR-ED-17-087.622,7322,12,1,INSTALACIONES HIDROSANITARIAS,NULL,0,,,,,
SIDUR-ED-17-087.622,7323,12,2,HIDRAULICA,2,0,,,,,
SIDUR-ED-17-087.622,7324,13,1,SANITARIA Y PLUVIAL,NULL,0,,,,,
SIDUR-ED-17-087.622,7325,13,2, SANITARIA Y PLUVIAL ,5,0,,,,,
SIDUR-ED-17-087.622,7326,14,1,AIRE ACONDICIONADO,NULL,0,,,,,
SIDUR-ED-17-087.622,7327,14,2,EQUIPOS,5,0,,,,,
SIDUR-ED-17-087.622,7328,15,1,INSTALACIONES,NULL,0,,,,,
SIDUR-ED-17-087.622,7329,15,2,INSTALACIONES,1,0,,,,,
SIDUR-ED-17-087.622,7330,16,1,DISTRIBUCION DE AIRE,NULL,0,,,,,
SIDUR-ED-17-087.622,7331,16,2,DISTRIBUCION DE AIRE,2,0,,,,,
SIDUR-ED-17-087.622,7332,17,1,DIFUSORES DE AIRE,NULL,0,,,,,
SIDUR-ED-17-087.622,7333,17,2,DIFUSORES DE AIRE,1,0,,,,,
SIDUR-ED-17-087.622,7334,18,1,CARPINTERIA,NULL,0,,,,,
SIDUR-ED-17-087.622,7335,18,2,CARPINTERIA,1,0,,,,,
SIDUR-ED-17-087.622,7336,19,1,CANCELERIA,NULL,0,,,,,
SIDUR-ED-17-087.622,7337,19,2,CANCELERIA,2,0,,,,,
SIDUR-ED-17-087.622,7338,20,1,INSTALACION DE VOZ Y DATOS,NULL,0,,,,,
SIDUR-ED-17-087.622,7339,20,2,"SISTEMAS EN COBRE, GABINETES, ESTANTES Y MANEJO DE CABLEADO",1,0,,,,,
SIDUR-ED-17-087.622,7341,21,1,"SISTEMA DE ALIMENTACION DE ENERGIA INTERRUMPIDA (UPS), CANALIZACIONES Y CONDUCCIONES GUIADAS, BANDEJA PARA CABLEADO, VARIOS Y INTALACION DE SISTEMA",NULL,0,,,,,
SIDUR-ED-17-087.622,7342,21,2,"SISTEMA DE ALIMENTACION DE ENERGIA INTERRUMPIDA (UPS), CANALIZACIONES Y CONDUCCIONES GUIADAS, BANDEJA PARA CABLEADO, VARIOS Y INTALACION DE SISTEMA",2,0,,,,,
SIDUR-ED-17-087.622,7343,22,1,INSTALACION DE ALARMA,NULL,0,,,,,
SIDUR-ED-17-087.622,7344,22,2,INSTALACION DE ALARMA,1,0,,,,,
SIDUR-ED-17-087.622,7345,23,1,SISTEMA CONTRA INCENDIOS,NULL,0,,,,,
SIDUR-ED-17-087.622,7346,23,2,"EQUIPOS Y DISPOSITIVOS, CANALIZACIÓN Y EXTINTORES",1,0,,,,,
SIDUR-ED-17-087.622,7347,24,1,OBRA EXTERIOR,NULL,0,,,,,
SIDUR-ED-17-087.622,7348,24,2,OBRA EXTERIOR,2,0,,,,,
SIDUR-ED-17-087.622,7349,25,1,BARDA DE PERIMETRAL,NULL,0,,,,,
SIDUR-ED-17-087.622,7350,25,2,BARDA DE PERIMETRAL,1,0,,,,,
SIDUR-ED-17-087.622,7351,26,1,CIMENTACION PARA REJA TUBULAR HE-03:,NULL,0,,,,,
SIDUR-ED-17-087.622,7352,26,2,CIMENTACION PARA REJA TUBULAR HE-03:,2,0,,,,,
SIDUR-ED-17-087.622,7353,27,1,ESPEJO DE AGUA,NULL,0,,,,,
SIDUR-ED-17-087.622,7354,27,2,"OBRA CIVIL, SEÑALAMIENTO DE OBRA Y LIMPIEZA",1,0,,,,,
SIDUR-ED-17-104.637,7355,1,1,CASETA,NULL,0,,,,,
SIDUR-ED-17-104.637,7356,1,2,"CIMENTACION, ESTRUCTURA Y MUROS, ACABADOS",2,0,,,,,
SIDUR-ED-17-104.637,7357,2,1,PUERTAS Y VENTANA,NULL,0,,,,,
SIDUR-ED-17-104.637,7358,2,2,PUERTAS Y VENTANA,1,0,,,,,
SIDUR-ED-17-104.637,7359,3,1,"INSTALACIONES HIDRAULICAS Y SANITARIAS, INSTALACIONES ELECTRICAS Y LIMPIEZA FINAL",NULL,0,,,,,
SIDUR-ED-17-104.637,7360,3,2,"INSTALACIONES HIDRAULICAS Y SANITARIAS, INSTALACIONES ELECTRICAS Y LIMPIEZA FINAL",1,0,,,,,
SIDUR-ED-17-104.637,7361,4,1,PUENTE DE CONEXION A EDIFICIO EXISTENTE,NULL,0,,,,,
SIDUR-ED-17-104.637,7362,4,2,"PRELIMINARES, CIMENTACION, ESTRUCTURA Y ACABADOS",5,0,,,,,
SIDUR-ED-17-104.637,7363,5,1,ESTACIONAMIENTO,NULL,0,,,,,
SIDUR-ED-17-104.637,7364,5,2,"PRELIMINARES, TERRACERIAS Y PAVIMENTOS",8,0,,,,,
SIDUR-ED-17-104.637,7365,6,1,BANQUETAS Y GUARNICIONES,NULL,0,,,,,
SIDUR-ED-17-104.637,7366,6,2,BANQUETAS Y GUARNICIONES,7,0,,,,,
SIDUR-ED-17-104.637,7367,7,1,RAMPA VEHICULAR,NULL,0,,,,,
SIDUR-ED-17-104.637,7368,7,2,RAMPA VEHICULAR,8,0,,,,,
SIDUR-ED-17-104.637,7369,8,1,FACHADA,NULL,0,,,,,
SIDUR-ED-17-104.637,7370,8,2,FACHADA,9,0,,,,,
SIDUR-ED-17-104.637,7371,9,1,SISTEMA CONTRA INCENDIOS,NULL,0,,,,,
SIDUR-ED-17-104.637,7372,9,2,SISTEMA CONTRA INCENDIOS,6,0,,,,,
SIDUR-ED-17-104.637,7373,10,1,HIDRANTES,NULL,0,,,,,
SIDUR-ED-17-104.637,7374,10,2,HIDRANTES,9,0,,,,,
SIDUR-ED-17-104.637,7375,11,1,"SUMINISTRO E INSTALACION DE CISTERNA DE 40,000 LITROS",NULL,0,,,,,
SIDUR-ED-17-104.637,7376,11,2,"SUMINISTRO E INSTALACION DE CISTERNA DE 40,000 LITROS",4,0,,,,,
SIDUR-ED-17-104.637,7377,12,1,INSTALACION ELECTRICA,NULL,0,,,,,
SIDUR-ED-17-104.637,7378,12,2,INSTALACION ELECTRICA,9,0,,,,,
SIDUR-ED-17-104.637,7387,13,1,"ALUMBRADO, APAGADORES Y CONTACTOS",NULL,0,,,,,
SIDUR-ED-17-104.637,7388,13,2,"ALUMBRADO, APAGADORES Y CONTACTOS",7,0,,,,,
SIDUR-ED-17-104.637,7389,14,1,VARIOS,NULL,0,,,,,
SIDUR-ED-17-104.637,7390,14,2,VARIOS,2,0,,,,,
SIDUR-ED-17-104.637,7391,15,1,ELEVADOR,NULL,0,,,,,
SIDUR-ED-17-104.637,7392,15,2,ELEVADOR,13,0,,,,,
SIDUR-ED-17-104.637,7393,16,1,ESCALERA Y PUERTA DE HERRERIA Y ESCALERA METALICA DISEÑO SEGUN PROYECTO,NULL,0,,,,,
SIDUR-ED-17-104.637,7394,16,2,ESCALERA Y PUERTA DE HERRERIA Y ESCALERA METALICA DISEÑO SEGUN PROYECTO,5,0,,,,,
SIDUR-ED-17-104.637,7395,17,1,SEÑALIZACION,NULL,0,,,,,
SIDUR-ED-17-104.637,7396,17,2,SEÑALIZACION,4,0,,,,,
SIDUR-ED-17-115.778,7397,1,1,PRELIMINARES Y ALBANILERIA,NULL,0,,,,,
SIDUR-ED-17-115.778,7398,1,2,PRELIMINARES Y ALBANILERIA,1,0,,,,,
SIDUR-ED-17-115.778,7399,2,1,INSTALACION ELECTRICA,NULL,0,,,,,
SIDUR-ED-17-115.778,7400,2,2,SUBESTACION COMPACTADA EN MEDIA TENSION,10,0,,,,,
SIDUR-ED-17-115.778,7401,3,1,REGISTROS Y ACCESORIOS DE MEDIA TENSION ETAPA 1 CIRCUITO 1,NULL,0,,,,,
SIDUR-ED-17-115.778,7402,3,2,REGISTROS Y ACCESORIOS DE MEDIA TENSION ETAPA 1 CIRCUITO 1,3,0,,,,,
SIDUR-ED-17-115.778,7403,4,1,CANALIZACION ELECTRICA,NULL,0,,,,,
SIDUR-ED-17-115.778,7404,4,2,CANALIZACION ELECTRICA,1,0,,,,,
SIDUR-ED-17-115.778,7405,5,1,TRANSFORMADORES,NULL,0,,,,,
SIDUR-ED-17-115.778,7406,5,2,TRANSFORMADORES,23,0,,,,,
SIDUR-ED-17-115.778,7407,6,1,SECUNDARIOS,NULL,0,,,,,
SIDUR-ED-17-115.778,7408,6,2,SECUNDARIOS,11,0,,,,,
SIDUR-ED-17-115.778,7409,7,1,MANIOBRAS Y RETIROS DE TABLEROS,NULL,0,,,,,
SIDUR-ED-17-115.778,7410,7,2,MANIOBRAS Y RETIROS DE TABLEROS,5,0,,,,,
SIDUR-ED-17-115.778,7411,8,1,ACONDICIONAMIENTO EN CUARTO DE MAQUINAS,NULL,0,,,,,
SIDUR-ED-17-115.778,7412,8,2,ACONDICIONAMIENTO EN CUARTO DE MAQUINAS,1,0,,,,,
SIDUR-ED-17-115.778,7413,9,1,"ALIMENTADORES Y TABLEROS SECUNDARIOS ADICIONALES, EXTRACTORES, ESTUDIO DE CARGAS, CAPACITORES, MANO DE OBRA",NULL,0,,,,,
SIDUR-ED-17-115.778,7414,9,2,"ALIMENTADORES Y TABLEROS SECUNDARIOS ADICIONALES, EXTRACTORES, ESTUDIO DE CARGAS, CAPACITORES, MANO DE OBRA",9,0,,,,,
SIDUR-ED-17-115.778,7415,10,1,SISTEMA CONTRA INCENDIOS,NULL,0,,,,,
SIDUR-ED-17-115.778,7416,10,2,SISTEMA CONTRA INCENDIOS,8,0,,,,,
SIDUR-ED-17-115.778,7417,11,1,EQUIPO HIDRONEUMATICO,NULL,0,,,,,
SIDUR-ED-17-115.778,7418,11,2,EQUIPO HIDRONEUMATICO,14,0,,,,,
SIDUR-ED-17-115.778,7419,12,1,REPARACION DE PISOS,NULL,0,,,,,
SIDUR-ED-17-115.778,7420,12,2,REPARACION DE PISOS,1,0,,,,,
SIDUR-ED-17-115.778,7422,13,1,TABLEROS DE DISTIBUCION,NULL,0,,,,,
SIDUR-ED-17-115.778,7423,13,2,TABLEROS DE DISTIBUCION,4,0,,,,,
SIDUR-ED-17-115.778,7424,14,1,VARIOS,NULL,0,,,,,
SIDUR-ED-17-115.778,7425,14,2,VARIOS,9,0,,,,,
SIDUR-PF-17-140.751,7426,9,2,CONCRETO ESTAMPADO DE 12 CM DE ESPESOR,5,0,,,,,
SIDUR-PF-17-140.750,7427,1,1,PRELIMINARES - ZONA 3,NULL,0,,,,,
SIDUR-PF-17-140.750,7428,1,2,PRELIMINARES - ZONA 3,4,0,,,,,
SIDUR-PF-17-140.750,7429,2,1,TERRACERIAS,NULL,0,,,,,
SIDUR-PF-17-140.750,7430,2,2,TERRACERIAS,5,0,,,,,
SIDUR-PF-17-140.750,7431,3,1,FIRME DE CONCRETO FC= 200 KG/CM2 DE 10 CM. DE ESPESOR,NULL,0,,,,,
SIDUR-PF-17-140.750,7432,3,2,FIRME DE CONCRETO FC= 200 KG/CM2 DE 10 CM. DE ESPESOR,41,0,,,,,
SIDUR-PF-17-140.750,7433,4,1,RAMPAS DE CONCRETO PARA PRACTICA DE SKATEBOARDING,NULL,0,,,,,
SIDUR-PF-17-140.750,7434,4,2,RAMPAS DE CONCRETO PARA PRACTICA DE SKATEBOARDING,41,0,,,,,
