num_contrato,NumeroAvance,FechaAvance,SituacionContrato,ComentarioAvance,ComentarioGral,FechaTerminacionEstimada,SituacionContratistaPersonal,SituacionContratistaMateriales,SituacionContratistaMaquinara,SituacionContratistaEqIntPermanente,SituacionContratistaCalidad,SituacionSCAMProyecto,SituacionSCAMEstimaciones,SituaiconSCAMPreciosUnitarios,SituacionSCAMConveniosTramites,SituacionSCAMOtros,FotoPrincipal,Id_import,AvFis,AvFin,AvProg,avance,,,
SIDUR-ED-17-104.637,6,20170922,1,,,,2,2,2,2,2,2,2,3,0,0,NULL,5878,85.85,NULL,NULL,0,,,
SIDUR-ED-17-104.637,7,20170929,1,,,,2,2,2,2,2,2,2,3,0,0,NULL,5879,94.5,NULL,NULL,0,,,
SIDUR-ED-17-104.637,8,20171006,1,,,,1,1,1,1,1,1,2,3,0,0,NULL,5880,100,NULL,NULL,0,,,
SIDUR-ED-17-013.625,20,20171030,3,"SE ESTA TRABAJANDO EN EL SUMINISTRO E INSTALACION DE TUBERIA DE POTABLE DE 10"" (45 MT APROXIMADAMENTE) Y PIEZAS ESPECIALES DE Fo Fo (CODOS, JUNTAS MECANICAS) PARA LA REUBICACION DE LA LINEA DE AGUA POTABLE (AGUAHILLO ESTUVO PRESENTE DURANTE LA PRUEBA HIDROSTATICA DE LA MISMA Y FUE ACEPTADA), ASI COMO EN EL RELLENO COMPACTADO DE LA MISMA. SE INICIO CON LA EXCAVACION (FALTANTE) DE LA PARRILLA Y DUCTO DEL BLVD PUEBLO GRANDE. LA EMPRESA NO HA COLOCADO LAS REJILLAS METALICAS EN LA PARRILLA YA COLADA (BLVD ZAMORA, CUERPO ORIENTE), LO CUAL, TAMBIEN ESTA ESTA OCASIONADO RETRASOS EN LA OBRA.","A LA FECHA DEL PRESENTE REPORTE (30 OCTUBRE DEL 2017) NO SE CUENTA CON LOS PERMISOS Y LICENCIA DE CONSTRUCCION QUE SOLICITA LA LEY Y/O REGLAMENTOS,",,3,3,3,3,1,3,3,3,3,0,NULL,5881,49.41,NULL,NULL,0,,,
SIDUR-ED-17-017.624,19,20171030,3,"NO SE REALIZO NINGUNA ACTIVIDAD EN LA OBRA EN LA ULTIMA SEMANA, POR TAL, MOTIVO EL AVANCE REPORTADO ES EL MISMO QUE EL DE LA SEMANA PASADA","LA FECHA DEL PRESENTE REPORTE (30 DE OCTUBRE 2017) NO SE CUENTA CON LOS PERMISOS, LICENCIAS Y DEMAS PERMISOS SOLICITADOS POR LA LEY Y/O REGLAMENTO.",,3,3,3,3,3,3,3,3,3,0,NULL,5882,9,NULL,NULL,0,,,
SIDUR-ED-17-017.626,19,20171030,3,"EL DIA 24 DE OCTUBRE DEL 2017, SE AUTORIZO DE PARTE DEL AYUNTAMIENTO EL CIERRE PARCIAL DEL CUERPO NORTE DEL BLVD. (DOS CARRILES CENTRALES Y CAMELLON) DEJANDO DOS CARRILES LIBRES, ASI MISMO, SE ABRIO EL TRAFICO DEL CUERPO SUR (DOS CARRILES), LA EMPRESA INICIO CON LOS TRABAJOS (CUERPO NORTE DEL BLVD) RESPECTO A LA DEMOLICION DE PAVIMENTO, DUCTO EXISTENTE, EXCAVACION, COLADO DE PLANTILLA (BOCA TORMENTA, PARRILLA Y DUCTO). TAMBIEN SE COLOCO SEÑALAMIENTOS PREVENTIVOS E INFORMATIVOS SOLICITADOS POR TRANSITO COMO SEÑALIZACION EN LA OBRA.",LA FECHA DEL PRESENTE REPORTE (30 DE CTUBRE DEL 2017) NO SE CUENTA CON LOS PERMISOS Y LICENCIA DE CONSTRUCCION QUE SOLICITA LA LEY Y/O REGLAMENTOS,,3,3,3,3,3,3,3,3,3,0,NULL,5883,44.95,NULL,NULL,0,,,
SIDUR-ED-17-017.627,19,20171030,3,"SE ESTA TRABAJANDO EN LA COLOCACION DE CIMBRA Y ACERO DE REFUERZO EN LOSA SUPERIOR DEL DUCTO DE CONCRETO (ULTIMO TRAMO DEL DUCTO), RELLENO COMPACTADO EN AREA DE APROCHE DEL DUCTO, TAMBIEN SE EJECUTO EL CIMBRADO, COLOCACION DE ACERO DE REFUERZO , COLADO Y COLOCACION DE CONTRAMARCOS METALICOS PARA RECIBIR REJILLA DE LOSA SUPERIOR DE PARRILLA, (ACCESO A FRAC. LA VENTANA, CUERPO PONIENTE DEL BLVD MORELOS),  SONDEOS DE INFRAESTUCTURA EN AREA DE CAMELLON Y CUERPO ORIENTE, EXCAVACION PRA PROSEGUIR CON LA CONSTRUCCION DE LA PARRILLA.","LA FECHA DEL PRESENTE REPORTE (30 DE OCTUBRE DEL 2017) FALTA LA LICENCIA DE CONSTRUCCION Y DEMAS PERMISOS QUE SOLICITA LA LEY Y/O REGLAMENTOS,",,3,3,3,3,3,3,3,3,3,0,NULL,5884,59.05,NULL,NULL,0,,,
SIDUR-PF-17-085.680,10,20171030,3,"SE ESTA TRABAJANDO EN LAS SIGUIENTES ACTIVIDADES: EJE ""A"": ARMADO Y COLADO DE LOSA DESPLANTE ALCANTARILLA PLUVIAL (0 930), FORMACION DE SUBRASANTE (0 720 AL 0 900) , SE INICIO CON L SUMINISTRO DE BASE HIDRAULICA DEL 0 440 (DELANTE) TRABAJOS EN EL CUERPO ""C"" (PAVIMENTO EXISTENTE DE ACCESO A UTH): TRATAMIENTO AL TERRENO NATURAL (0 000 AL 0 300), .RESPECTO AL DUCTO DE PEMEX, AUN NO HAY AUTORIZACION PARA PODER CONSTRUIR LA OBRA DE PROTECCION SOLICITADA POR PEMEX, LO CUAL, ESTA OCASIONADO RETRASOS EN LA OBRA.",A LA FECHA DEL PRESENTE REPORTE (30 DE OCTUBRE DEL 2017) NO SE CUENTA CON LA LICENCIA DE CONSTRUCCION Y DEMAS PERMISOS INDICADOS EN LA LEY Y/O REGLAMENTO DE OBRAS PUBLICAS.,,3,3,3,3,3,3,3,3,3,0,NULL,5885,21.49,NULL,NULL,0,,,
SIDUR-ED-17-188.810,1,20170930,2,,,,2,2,2,2,2,2,2,2,2,0,NULL,5886,4,NULL,NULL,0,,,
SIDUR-ED-17-188.810,2,20171030,2,,,,2,2,2,2,2,2,2,2,2,0,NULL,5887,24,NULL,NULL,0,,,
SIDUR-PF-17-170.903,1,20171101,3,"LA SUPERVISION, REALIZO TRABAJOS DE CONCTROL DE CALIDAD EN LOS CONCRETOS PARA EL COLADO DE GUSRNICIONES.  - TOMO MUESTRAS DE CONCRETO PARA HACER CILINDROS PARA PRUEBAS DE RESISTENCIA.REALIZO REVISION DEL TRAZO DE LA OBRA.",LA SUPERVISION EXTERNA INICIO SUS ACTIVIDADES CUANDO LA OBRA SE ENCONTRABA EN UN 90% REALIZADA.,,2,0,2,0,0,0,0,0,0,0,NULL,5888,20.6,NULL,NULL,0,,,
SIDUR-PF-17-170.907,1,20171101,2,SE HAN REALIZADO PRUEBAS PARA EL CONTROL DE CALIDAD EN LOS MATERIALES QUE SE UTILIZARAN PARA LAS CAPAS DE LA ESTRUCTURA DE PAVIMENTO.SE REALIZARON COMPACTACIONES EN RELLENOS DE ZANJAS POR DONDE VAN LAS TUBERIAS DE ALCANTARILLADO Y AGUA POTABLE.,,,2,0,2,0,0,0,0,0,0,0,NULL,5889,10.6,NULL,NULL,0,,,
SIDUR-ED-17-121.838,1,20170830,1,,,,1,1,1,1,1,1,3,0,0,0,NULL,5890,8,NULL,NULL,0,,,
SIDUR-ED-17-121.838,2,20170908,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5891,16,NULL,NULL,0,,,
SIDUR-ED-17-121.838,3,20170922,1,,,,1,1,1,1,1,1,1,0,0,0,NULL,5892,25,NULL,NULL,0,,,
SIDUR-ED-17-138.812,1,20170830,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5893,8,NULL,NULL,0,,,
SIDUR-ED-17-138.812,2,20170908,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5894,16,NULL,NULL,0,,,
SIDUR-ED-17-138.812,3,20171022,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5895,25,NULL,NULL,0,,,
SIDUR-ED-17-110.771,3,20171014,1,,,,2,2,2,2,1,3,0,0,0,0,NULL,5896,10.65,NULL,NULL,0,,,
SIDUR-ED-17-138.837,1,20170830,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5897,8,NULL,NULL,0,,,
SIDUR-ED-17-138.837,2,20170908,1,,,,1,1,1,1,1,1,3,0,0,0,NULL,5898,16,NULL,NULL,0,,,
SIDUR-ED-17-138.837,3,20170922,1,,,,1,1,1,1,1,1,3,0,0,0,NULL,5899,25,NULL,NULL,0,,,
SIDUR-PF-17-160.916,1,20170830,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5900,8,NULL,NULL,0,,,
SIDUR-PF-17-160.916,2,20170908,1,,,,1,1,1,1,2,1,0,0,0,0,NULL,5901,16,NULL,NULL,0,,,
SIDUR-PF-17-160.916,3,20170922,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5902,25,NULL,NULL,0,,,
SIDUR-PF-17-160.917,1,20170830,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5903,8,NULL,NULL,0,,,
SIDUR-PF-17-160.917,2,20170908,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5904,16,NULL,NULL,0,,,
SIDUR-PF-17-160.917,3,20170922,1,,,,2,1,1,1,1,1,0,0,0,0,NULL,5905,25,NULL,NULL,0,,,
SIDUR-PF-17-160.951,1,20170830,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5906,8,NULL,NULL,0,,,
SIDUR-PF-17-160.951,2,20170908,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5907,16,NULL,NULL,0,,,
SIDUR-PF-17-160.951,3,20170922,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5908,25,NULL,NULL,0,,,
SIDUR-PF-17-160.950,1,20170830,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5909,8,NULL,NULL,0,,,
SIDUR-PF-17-160.950,2,20170908,1,,,,1,1,1,1,1,2,0,0,0,0,NULL,5910,16,NULL,NULL,0,,,
SIDUR-PF-17-160.950,3,20170922,1,,,,1,2,1,1,1,1,0,0,0,0,NULL,5911,25,NULL,NULL,0,,,
SIDUR-PF-17-160.949,1,20170830,1,,,,1,1,1,1,1,2,0,0,0,0,NULL,5912,8,NULL,NULL,0,,,
SIDUR-PF-17-160.949,2,20170908,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5913,16,NULL,NULL,0,,,
SIDUR-PF-17-160.949,3,20170922,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5914,25,NULL,NULL,0,,,
SIDUR-PF-17-160.915,1,20170830,1,,,,1,1,1,1,1,1,0,0,0,0,NULL,5915,8,NULL,NULL,0,,,
SIDUR-PF-17-160.915,2,20170908,1,,,,1,1,1,1,1,2,0,0,0,0,NULL,5916,16,NULL,NULL,0,,,
SIDUR-PF-17-160.915,3,20170922,1,,,,1,1,1,1,1,2,0,0,0,0,NULL,5917,25,NULL,NULL,0,,,
SIDUR-PF-17-079.720,5,20171101,1,,"CONTRATISTA CONTINUA CON TRABAJOS DE CAPAS BASE, S/R Y S/B EN DIFERENTES CADENAMIENTOS DEL BLVD DIAGONAL. SE CONTINÚAN TRABAJOS DE CONSTRUCCIÓN DE GUARNICIÓN TIPO I Y TIPO L, SE REALIZAN ACTIVIDADES DE CONSTRUCCIÓN DE BANQUETAS.",,1,0,0,0,1,0,0,0,0,0,NULL,5918,32.53,NULL,NULL,0,,,
SIDUR-PF-17-079.717,5,20171101,1,,NO SE REGISTRÓ AVANCE EN LA CALLE FRANCISCO J. MINA DEBIDO A FUGAS EN REPARACIONES DE TOMAS Y DESCARGAS REALIZADAS POR EL AYUNTAMIENTO DE ETCHOJOA.,,0,0,0,0,0,0,0,0,0,0,NULL,5919,7.58,NULL,NULL,0,,,
SIDUR-ED-17-072.655,7,20171101,2,AVANCE SUPERIOR AL DE PROGRAMA,"se continua con los rellenos de zanja para linea de conduccion, y construccion de cruceros de  valvulas de addmision y expulsion de aire",,3,2,2,4,2,3,3,2,2,0,NULL,5920,65,NULL,NULL,0,,,
SIDUR-ED-17-111.769,5,20171101,2,AVANCE DE ACUERDO A PROGRAMA,"SE TRABAJA EN FORMA CONTINUA Y  CON BUENA CALIDAD EN LOS  TRABAJOS DE COLADO DE FIMES DE CONCRETO, MUROS DE PANEL EN AREA DE BAÑOS, MUROS CADENAS Y CASTILLOS EN CUBO DE ESCALERA DE EMERGENCIA, FABRICACION  E INSTALACION DEDUCTOS , ENJARRE  EN MUROS Y ACABADOS EN YESO",,2,2,2,2,2,3,4,4,2,0,NULL,5921,26,NULL,NULL,0,,,
SIDUR-PF-17-057.725,9,20171101,2,AVANCE SUPERIOR AL DE PROGRAMA,"SE CONTINUA CON EL COLADO DE  LOSAS DE CONCRETO, SE ESTA EN ESPERA DE DEFINICION DE TIPO DE GUARNICION PARA INICIAR EL COLADO DE LAS MISMAS,  YA QUE EL PRESIDENTE MUNICIPAL DE CUMPAS SOLICITA CAMBIAR LAS GUARNICIONES TIPO ""L"" POR GUARNICIONES TIPO ""I""",,2,2,2,4,2,3,4,3,3,0,NULL,5922,83,NULL,NULL,0,,,
SIDUR-PF-17-078.675,7,20171101,3,"LA EMPRESA PRESENTA ATRASO, YA QUE SE LABORA EN FORMA LENTA","SE TRABAJA EN  TRATAMIENTO D ELA CAPA SUBRASANTE DE CALLE CALVARIO, Y  EN INSTALACION D EINFRAESTRUCTURA DE AGUA POTABLE Y ALCANTARILLADO EN CALLE ARROYO NAGOVABI,  SE LABORA EN FORMA LENTA",,2,3,3,4,2,3,3,2,3,0,NULL,5923,39.5,NULL,NULL,0,,,
SIDUR-PF-17-099.700,2,20171101,2,AVANCE SUPERIOR AL DE PROGRAMA,"SE LABORA EN LA RENIVELACION, TAPONAMIENTO DE GRIETAS, RIEGO DE IMPREGNACION Y COLOCACION DE MICROCARPETA EN CALLE SONORA",,1,1,1,4,1,3,3,3,2,0,NULL,5924,89,NULL,NULL,0,,,
SIDUR-PF-17-116.687,10,20171102,3,DURANTE ESTA SEMANA SE CONTINUA CON LA COLOCACION DE TUBERIAS EN LOS ULTIMOS 90ML DE LA VIALIDAD.SE REALIZO LA COLOCACION DE DOS CRUCERON CON VALVULA.SE REALIZO EL CORTE EN CAJON EN UNA LONGITUD DE 300 ML DE LA VIALIDAD.SE REALIZA EL TRATAMIENTO DE LA CAPA SUBRASANTE EN LOS PRIMERO 300 ML DE LA VIALIDAD.,"LA OBRA CONTINUA CON UN ATRASO EN LAS ACTIVIDADES, NUEVAMENTE SE LE HIZO LA OBSERVACION A LA CONTRATISTA PATA QUE AGILICE LOS TRABAJOS Y SE PONGA AL CORRIENTE CON EL PROGRAMA DE OBRA.",,1,1,2,2,1,2,0,0,0,0,NULL,5925,23.13,NULL,NULL,0,,,
SIDUR-PF-17-100.726,13,20171102,1,,,,3,1,3,3,2,0,4,0,0,0,NULL,5926,63.9,NULL,NULL,0,,,
SIDUR-PF-17-081.702,14,20171102,1,,,,2,2,2,2,2,2,2,0,0,0,NULL,5927,37.6,NULL,NULL,0,,,
SIDUR-PF-17-084.729,14,20171102,3,,,,1,1,1,1,1,1,2,0,0,0,NULL,5929,56.85,NULL,NULL,0,,,
SIDUR-PF-17-055.679,14,20171102,4,,LA CAPA SUBRASANTE NO CUMPLIO INCORPORANDOLE OXIDO DE CAL SE TRABAJA CON LABORATORIOS LA CUAL RECOMIENDA SACAR 50 % MATERIAL DEL LUGAR AGREGARLE UN 25 % DE GRAVAS Y MATERIAL  DE BANCO POR SER UN MATERIAL MUY FINO ARENAS,,2,2,2,3,1,2,4,0,0,0,NULL,5930,33,NULL,NULL,0,,,
SIDUR-ED-17-033.657,12,20171102,1,,,,2,2,2,2,2,3,2,0,0,0,NULL,5935,33.03,NULL,NULL,0,,,
SIDUR-ED-17-121.838,4,20170929,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5936,33,NULL,NULL,0,,,
SIDUR-ED-17-121.838,5,20171006,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5937,41,NULL,NULL,0,,,
SIDUR-ED-17-121.838,6,20171013,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5938,49,NULL,NULL,0,,,
SIDUR-ED-17-121.838,7,20171020,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5939,56,NULL,NULL,0,,,
SIDUR-ED-17-121.838,8,20171027,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5940,60,NULL,NULL,0,,,
SIDUR-ED-17-121.838,9,20171102,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5941,63,NULL,NULL,0,,,
SIDUR-ED-17-138.812,4,20170929,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5942,33,NULL,NULL,0,,,
SIDUR-ED-17-138.812,5,20171006,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5943,41,NULL,NULL,0,,,
SIDUR-ED-17-138.812,6,20171013,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5944,49,NULL,NULL,0,,,
SIDUR-ED-17-138.812,7,20171020,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5945,55,NULL,NULL,0,,,
SIDUR-ED-17-138.812,8,20171027,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5946,60,NULL,NULL,0,,,
SIDUR-ED-17-138.812,9,20171102,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5947,62,NULL,NULL,0,,,
SIDUR-ED-17-138.837,4,20170929,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5948,33,NULL,NULL,0,,,
SIDUR-ED-17-138.837,5,20171006,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5949,41,NULL,NULL,0,,,
SIDUR-ED-17-138.837,6,20171013,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5950,49,NULL,NULL,0,,,
SIDUR-ED-17-138.837,7,20171020,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5951,55,NULL,NULL,0,,,
SIDUR-ED-17-138.837,8,20171027,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5952,62,NULL,NULL,0,,,
SIDUR-ED-17-138.837,9,20171102,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5953,64,NULL,NULL,0,,,
SIDUR-PF-17-136.843,3,20171011,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5954,55,NULL,NULL,0,,,
SIDUR-PF-17-136.843,4,20171027,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5955,70,NULL,NULL,0,,,
SIDUR-PF-17-136.844,3,20171015,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5956,57,NULL,NULL,0,,,
SIDUR-PF-17-136.845,3,20171015,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5958,60,NULL,NULL,0,,,
SIDUR-PF-17-136.845,4,20171030,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5959,71,NULL,NULL,0,,,
SIDUR-PF-17-136.846,3,20171015,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5960,60,NULL,NULL,0,,,
SIDUR-PF-17-136.847,3,20171015,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5962,60,NULL,NULL,0,,,
SIDUR-PF-17-136.848,3,20171015,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5964,58.94,NULL,NULL,0,,,
SIDUR-PF-17-136.849,3,20171015,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5966,60.82,NULL,NULL,0,,,
SIDUR-PF-17-160.917,4,20170929,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5968,33,NULL,NULL,0,,,
SIDUR-PF-17-160.917,5,20171013,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5969,49,NULL,NULL,0,,,
SIDUR-PF-17-160.917,6,20171020,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5970,57,NULL,NULL,0,,,
SIDUR-PF-17-160.917,7,20171031,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5971,65,NULL,NULL,0,,,
SIDUR-PF-17-160.951,4,20170929,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5972,33,NULL,NULL,0,,,
SIDUR-PF-17-160.951,5,20171006,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5973,41,NULL,NULL,0,,,
SIDUR-PF-17-160.951,6,20171013,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5974,49,NULL,NULL,0,,,
SIDUR-PF-17-160.951,7,20171020,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5975,55.46,NULL,NULL,0,,,
SIDUR-PF-17-160.951,8,20171027,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5976,60.84,NULL,NULL,0,,,
SIDUR-PF-17-160.951,9,20171031,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5977,64.68,NULL,NULL,0,,,
SIDUR-PF-17-160.950,4,20170929,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5978,33,NULL,NULL,0,,,
SIDUR-PF-17-160.950,5,20171006,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5979,41,NULL,NULL,0,,,
SIDUR-PF-17-160.950,6,20171013,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5980,45.92,NULL,NULL,0,,,
SIDUR-PF-17-160.950,7,20171020,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5981,53.76,NULL,NULL,0,,,
SIDUR-PF-17-160.950,8,20171027,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5982,57.38,NULL,NULL,0,,,
SIDUR-PF-17-160.950,9,20171031,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5983,57.88,NULL,NULL,0,,,
SIDUR-PF-17-160.949,4,20170929,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5984,30.3,NULL,NULL,0,,,
SIDUR-PF-17-160.949,5,20171006,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5986,38.92,NULL,NULL,0,,,
SIDUR-PF-17-160.949,6,20171013,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5987,44.3,NULL,NULL,0,,,
SIDUR-PF-17-160.949,7,20171020,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5988,49.84,NULL,NULL,0,,,
SIDUR-PF-17-160.949,8,20171027,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5989,53.76,NULL,NULL,0,,,
SIDUR-PF-17-160.949,9,20171031,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5993,55.3,NULL,NULL,0,,,
SIDUR-PF-17-160.915,4,20170929,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5994,30.84,NULL,NULL,0,,,
SIDUR-PF-17-160.915,5,20171006,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5995,39.38,NULL,NULL,0,,,
SIDUR-PF-17-160.915,6,20171013,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5996,48.38,NULL,NULL,0,,,
SIDUR-PF-17-160.915,7,20171020,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5997,54.84,NULL,NULL,0,,,
SIDUR-PF-17-160.915,8,20171027,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5998,57.92,NULL,NULL,0,,,
SIDUR-PF-17-160.915,9,20171031,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,5999,58.02,NULL,NULL,0,,,
SIDUR-PF-17-160.915,10,20171031,1,,,,0,0,0,0,0,0,0,0,0,0,NULL,6000,58.02,NULL,NULL,0,,,
SIDUR-PF-17-082.688,1,20170815,2,,,,2,2,2,2,2,2,2,2,0,0,NULL,6001,11.1,NULL,NULL,0,,,
SIDUR-PF-17-082.688,2,20170831,2,,,,2,2,2,2,2,2,2,2,2,0,NULL,6002,15.86,NULL,NULL,0,,,
SIDUR-PF-17-082.688,3,20170904,2,,,,2,2,2,2,2,2,2,2,2,2,NULL,6003,16.22,NULL,NULL,0,,,
SIDUR-PF-17-082.688,4,20170911,3,,,,2,2,2,2,2,2,2,2,2,0,NULL,6004,17.66,NULL,NULL,0,,,
SIDUR-PF-17-082.688,5,20170917,3,,,,3,3,3,3,0,2,2,2,2,0,NULL,6006,18.04,NULL,NULL,0,,,
SIDUR-PF-17-082.688,6,20170924,2,,,,2,2,2,2,2,2,2,2,2,0,NULL,6007,24.44,NULL,NULL,0,,,
SIDUR-PF-17-082.688,7,20170930,2,,,,2,2,2,2,2,2,2,2,2,0,NULL,6008,33.1,NULL,NULL,0,,,
SIDUR-PF-17-082.688,8,20171008,2,,,,2,2,2,2,2,2,2,2,2,0,NULL,6009,38.3,NULL,NULL,0,,,
SIDUR-PF-17-082.688,9,20171015,2,,,,2,2,2,2,2,2,2,2,2,0,NULL,6010,39.2,NULL,NULL,0,,,
SIDUR-PF-17-082.688,10,20171022,2,,,,2,2,2,2,2,2,2,2,2,0,NULL,6011,42.9,NULL,NULL,0,,,
SIDUR-PF-17-082.688,11,20171030,2,,,,2,2,2,2,2,2,2,2,2,0,NULL,6012,58.2,NULL,NULL,0,,,
SIDUR-PF-17-109.753,11,20171031,4,"ONTRATISTA INICIO CON TRABAJOS DE CORTE  Y DEMOLICIÓN DE BANQUETAS SIN AUTORIZACIÓN DE ESTA SUPERVISOR INDICANDOLE QUE NO CONTINUARA CON LOS MISMOS HASTA Y RETIRARA PERSONAL Y MAQUINARIA DEBIDO A QUE OBRAS NO HA ENTREGADO LOS PERMISOS CORRESPONDIENTES PARA LA OBRA, OBRA SUSPENDIDA CON FECHA DE VENCIMIENTO  DE SUSPENSIÓN PARA EL DÍA  28 DE OCTUBRE. NO SE REPORTA AVANCE ","SE PAGA ANTICIPO EL DÍA 24 DE AGOSTO ; OBRA NO SE INICIA DEBIDO A QUE AYUNTAMIENTO PIDE SE CONSIDEREN SE OBRAS QUE CONTEMPLEN  ACCIONES PARA ATACAR PROBLEMAS DE INUNDACIONES EN EL SECTOR, HA LA FECHA DE 31 DE MARZO OBRAS PUBLICAS TIENE PERMISO DE CONSTRUCCIÓN  PERO NO LO HA ENTREGADO A SIDUR, ESTE DÍA CONTRATISTA INICIO TRABAJOS SIN AUTORIZACIÓN DE SUPERVISOR EJECUTANDO TRABAJOS DE CORTES EN ÁREAS DE PLAZA Y DEMOLICIÓN DE BANQUETA",,0,0,0,0,0,0,0,0,0,0,NULL,6013,0,NULL,NULL,0,,,
SIDUR-PF-17-109.754,10,20171031,1,"SE CONTINUA CON CONSTRUCCIÓN DE KIOSCO CON CONSTRUCCIÓN DE ESCALONES DE CONCRETO DE KIOSCO CON APLICACIÓN DE ENJARRES EN MUROS, COLOCACIÓN DE BASES PIRAMIDALES PARA POSTES DE ALUMBRADO , CONSTRUCCIÓN DE ARENERO CON COLOCACIÓN DE MEMBRANA RELLENOS DE ÁREA DONDE SE COLOCARA PASTO, COLOCACIÓN DE TUBERÍA DE RIEGO  SUMINISTRO DE BASES PARA POSTES DE LAMPARAS DE ALUMBRADO Y REGISTROS ELÉCTRICOS,Y SE COLOCA ESTRUCTURAS DE TABLERO Y PORTERÍA",,,2,2,2,2,0,3,0,3,2,0,NULL,6014,44.98,NULL,NULL,0,,,
